,ligand,cluster_name
1190,IOM,OAA-like
1191,CMS,OAA-like
1192,2KZ,OAA-like
1193,MF8,OAA-like
1194,MEZ,OAA-like
1195,ITN,OAA-like
1196,DYA,OAA-like
1197,CIZ,OAA-like
1198,ZSN,OAA-like
1199,12P,12P-like
1200,CE1,12P-like
1201,PQE,12P-like
1202,SFG,SFG
1203,WO4,WO4-like
1204,REO,WO4-like
1205,WO6,WO4-like
1206,6B6,WO4-like
1207,XAT,XAT
1208,PGA,PGA-like
1209,3PP,PGA-like
1210,X1S,PGA-like
1211,VR,PGA-like
1212,ASZ,PGA-like
1213,IPI,PGA-like
1214,DHB,DHB-like
1215,4NC,DHB-like
1216,4A3,DHB-like
1217,NNO,DHB-like
1218,INO,DHB-like
1219,FHB,DHB-like
1220,0WV,DHB-like
1221,MYJ,DHB-like
1222,3HM,DHB-like
1223,2HO,DHB-like
1224,YTP,DHB-like
1225,XX2,DHB-like
1226,JLZ,DHB-like
1227,93K,DHB-like
1228,GSP,GSP
1229,SRT,SRT-like
1230,BH2,SRT-like
1231,999,SRT-like
1232,ACB,SRT-like
1233,HLU,SRT-like
1234,28H,SRT-like
1235,DDA,DDA-like
1236,TOB,DDA-like
1237,PA2,DDA-like
1238,TAM,TAM
1239,HDD,HDD
1240,3BV,3BV
1241,THM,THM-like
1242,0DN,THM-like
1243,MCY,THM-like
1244,5MD,THM-like
1245,B86,THM-like
1246,5AT,THM-like
1247,IHP,IHP-like
1248,IHS,IHP-like
1249,OLB,OLB-like
1250,3XQ,OLB-like
1251,DUR,DUR-like
1252,DCZ,DUR-like
1253,THU,DUR-like
1254,PE3,PE3
1255,MTE,MTE
1256,BMP,BMP-like
1257,BMQ,BMP-like
1258,NUP,BMP-like
1259,U6M,BMP-like
1260,6V6,6V6
1261,CP,CP-like
1262,UVW,CP-like
1263,PCT,CP-like
1264,PAE,CP-like
1265,ISP,CP-like
1266,7VD,CP-like
1267,SAT,CP-like
1268,AS8,CP-like
1269,FCO,FCO
1270,MTA,MTA-like
1271,MTI,MTA-like
1272,MTH,MTA-like
1273,KDO,KDO
1274,DAO,DAO-like
1275,3X1,DAO-like
1276,2TD,DAO-like
1277,GEY,DAO-like
1278,MH9,DAO-like
1279,VAL,VAL-like
1280,AKB,VAL-like
1281,DVA,VAL-like
1282,VLM,VAL-like
1283,VAI,VAL-like
1284,VAD,VAL-like
1285,LHV,VAL-like
1286,LAL,VAL-like
1287,DDZ,VAL-like
1288,B2V,VAL-like
1289,URI,URI-like
1290,CTN,URI-like
1291,URD,URI-like
1292,CTD,URI-like
1293,5AE,URI-like
1294,EEE,EEE-like
1295,BAL,EEE-like
1296,BUA,EEE-like
1297,SAR,EEE-like
1298,BMD,EEE-like
1299,BEO,EEE-like
1300,AOA,EEE-like
1301,3OH,EEE-like
1302,PNH,EEE-like
1303,LEN,EEE-like
1304,EGD,EEE-like
1305,N1P,EEE-like
1306,FK2,EEE-like
1307,BUQ,EEE-like
1308,01F,EEE-like
1309,PE5,PE5-like
1310,32M,PE5-like
1311,HTO,HTO
1312,CPT,CPT
1313,BO2,BO2
1314,CRT,CRT
1315,LI,LI-like
1316,0BE,LI-like
1317,DD9,DD9-like
1318,AE3,DD9-like
1319,M2M,DD9-like
1320,OC9,DD9-like
1321,OYA,DD9-like
1322,P24,DD9-like
1323,NSD,DD9-like
1324,FKZ,DD9-like
1325,STU,STU-like
1326,4ST,STU-like
1327,ITQ,STU-like
1328,5AD,5AD-like
1329,NRN,5AD-like
1330,CAA,CAA-like
1331,MLC,CAA-like
1332,IVC,CAA-like
1333,TRE,TRE
1334,CBI,CBI-like
1335,U63,CBI-like
1336,3PG,3PG-like
1337,HG3,3PG-like
1338,OSL,3PG-like
1339,EMC,EMC
1340,ABU,ABU-like
1341,SSN,ABU-like
1342,LEA,ABU-like
1343,DIB,ABU-like
1344,BUB,ABU-like
1345,4PA,ABU-like
1346,MOP,ABU-like
1347,9TS,ABU-like
1348,2JC,ABU-like
1349,BCB,BCB
1350,HC4,HC4-like
1351,HPP,HC4-like
1352,BKZ,HC4-like
1353,XJ0,HC4-like
1354,SGI,HC4-like
1355,PPT,HC4-like
1356,P81,HC4-like
1357,J5S,HC4-like
1358,AHC,HC4-like
1359,8MK,HC4-like
1360,8MB,HC4-like
1361,GBL,GBL-like
1362,3TR,GBL-like
1363,4MZ,GBL-like
1364,1MZ,GBL-like
1365,YEG,GBL-like
1366,MFW,GBL-like
1367,BAQ,GBL-like
1368,2MZ,GBL-like
1369,2AI,GBL-like
1370,SBE,GBL-like
1371,MR3,GBL-like
1372,HOW,GBL-like
1373,4PZ,GBL-like
1374,5MP,GBL-like
1375,3AX,GBL-like
1376,1CB,GBL-like
1377,MOO,MOO
1378,04C,04C
1379,FTT,FTT
1380,2AN,2AN
1381,VX,VX-like
1382,TAU,VX-like
1383,POA,VX-like
1384,8X3,VX-like
1385,2HE,VX-like
1386,EFS,VX-like
1387,XPO,VX-like
1388,P7I,VX-like
1389,TCX,VX-like
1390,57H,VX-like
1391,PQN,PQN
1392,PEV,PEV
1393,NEX,NEX
1394,MYA,MYA
1395,HBX,HBX-like
1396,ABN,HBX-like
1397,SYN,HBX-like
1398,PYJ,HBX-like
1399,NBE,HBX-like
1400,1FP,HBX-like
1401,010,HBX-like
1402,FPI,HBX-like
1403,PHZ,HBX-like
1404,282,HBX-like
1405,UFZ,HBX-like
1406,PYF,HBX-like
1407,JH4,HBX-like
1408,APY,HBX-like
1409,AMC,HBX-like
1410,6OQ,HBX-like
1411,6LB,HBX-like
1412,PY7,HBX-like
1413,B24,HBX-like
1414,1MR,HBX-like
1415,NNW,HBX-like
1416,EPI,HBX-like
1417,0YC,HBX-like
1418,MBO,MBO
1419,ORN,ORN-like
1420,NLE,ORN-like
1421,CAN,ORN-like
1422,AMB,ORN-like
1423,0RJ,ORN-like
1424,NLN,ORN-like
1425,F7V,ORN-like
1426,BNO,ORN-like
1427,AA4,ORN-like
1428,2DO,ORN-like
1429,6OU,6OU
1430,TCL,TCL
1431,AR6,AR6-like
1432,ADV,AR6-like
1433,R7I,AR6-like
1434,THR,THR-like
1435,ALO,THR-like
1436,VLL,THR-like
1437,9AT,THR-like
1438,17F,17F-like
1439,P5S,17F-like
1440,HCA,HCA
1441,AG2,AG2-like
1442,ACA,AG2-like
1443,N2H,AG2-like
1444,N6C,AG2-like
1445,SHV,AG2-like
1446,KQY,AG2-like
1447,MHN,AG2-like
1448,HPN,AG2-like
1449,CL5,AG2-like
1450,GDU,GDU-like
1451,URM,GDU-like
1452,UPF,GDU-like
1453,DGL,DGL-like
1454,FGA,DGL-like
1455,2HG,DGL-like
1456,E5N,DGL-like
1457,DGN,DGL-like
1458,ZGL,DGL-like
1459,0JT,DGL-like
1460,SEP,SEP-like
1461,PPQ,SEP-like
1462,MSL,SEP-like
1463,OMT,SEP-like
1464,E7P,SEP-like
1465,OSE,SEP-like
1466,HJT,SEP-like
1467,SVW,SEP-like
1468,SVV,SEP-like
1469,SBG,SEP-like
1470,CAM,CAM
1471,CFF,CFF
1472,AP5,AP5
1473,PEF,PEF
1474,CLF,CLF
1475,PNS,PNS
1476,XYL,XYL-like
1477,XLS,XYL-like
1478,MGT,MGT-like
1479,MGP,MGT-like
1480,MGO,MGT-like
1481,PLG,PLG-like
1482,LLF,PLG-like
1483,PDC,PDC-like
1484,PD2,PDC-like
1485,NIN,PDC-like
1486,NPB,PDC-like
1487,8G0,PDC-like
1488,CM5,CM5
1489,CB3,CB3
1490,CUO,CUO
1491,G39,G39-like
1492,2H8,G39-like
1493,0HX,G39-like
1494,G3H,G3H-like
1495,1GP,G3H-like
1496,S6P,S6P-like
1497,G6Q,S6P-like
1498,AGP,S6P-like
1499,NMN,NMN-like
1500,NCN,NMN-like
1501,LLL,LLL
1502,PIO,PIO
1503,G3P,G3P-like
1504,GP9,G3P-like
1505,PSE,G3P-like
1506,SRO,SRO-like
1507,CVW,SRO-like
1508,ACR,ACR
1509,CXE,CXE-like
1510,7PG,CXE-like
1511,SRM,SRM
1512,PC,PC-like
1513,NSB,PC-like
1514,ICT,ICT-like
1515,NIC,ICT-like
1516,OEX,OEX
1517,IPT,IPT
1518,OPE,OPE-like
1519,EAP,OPE-like
1520,CCP,OPE-like
1521,A20,OPE-like
1522,54O,OPE-like
1523,3HB,3HB-like
1524,3AB,3HB-like
1525,GAB,3HB-like
1526,APB,3HB-like
1527,8GC,3HB-like
1528,53C,3HB-like
1529,PW3,3HB-like
1530,5HN,3HB-like
1531,ZCQ,3HB-like
1532,53B,3HB-like
1533,3NT,3HB-like
1534,OVV,3HB-like
1535,3AO,3HB-like
1536,KAI,KAI
1537,PE8,PE8
1538,GNS,GNS-like
1539,Z4K,GNS-like
1540,ALX,GNS-like
1541,ZK1,ZK1
1542,KR,KR
1543,GTX,GTX-like
1544,LEE,GTX-like
1545,GRG,GRG-like
1546,MGM,GRG-like
1547,BUE,GRG-like
1548,G1P,G1P-like
1549,GP1,G1P-like
1550,L1L,G1P-like
1551,GPM,G1P-like
1552,GFP,G1P-like
1553,JV4,G1P-like
1554,FDP,FDP
1555,BRJ,BRJ-like
1556,3BR,BRJ-like
1557,EST,EST
1558,BHO,BHO-like
1559,NIZ,BHO-like
1560,ISZ,BHO-like
1561,HXT,BHO-like
1562,CFI,BHO-like
1563,WM4,BHO-like
1564,I1E,BHO-like
1565,FBM,BHO-like
1566,F9P,BHO-like
1567,8RY,BHO-like
1568,KAN,KAN-like
1569,9CS,KAN-like
1570,KNC,KAN-like
1571,QUE,QUE
1572,TRT,TRT
1573,SEY,SEY
1574,DAN,DAN-like
1575,4AM,DAN-like
1576,9AM,DAN-like
1577,49A,DAN-like
1578,MFU,MFU-like
1579,GUP,MFU-like
1580,TA1,TA1
1581,MA4,MA4
1582,CAQ,CAQ-like
1583,OXE,CAQ-like
1584,8LG,CAQ-like
1585,JZ0,CAQ-like
1586,51V,CAQ-like
1587,CXO,CAQ-like
1588,93Q,CAQ-like
1589,L89,CAQ-like
1590,FP2,CAQ-like
1591,D4V,CAQ-like
1592,92Z,CAQ-like
1593,76X,CAQ-like
1594,2AF,CAQ-like
1595,1AN,CAQ-like
1596,017,017
1597,GMP,GMP-like
1598,2FA,GMP-like
1599,4UO,GMP-like
1600,IMG,GMP-like
1601,GF0,GMP-like
1602,MTN,MTN
1603,P3S,P3S-like
1604,P3P,P3S-like
1605,5RP,5RP-like
1606,RES,5RP-like
1607,THJ,THJ
1608,PYB,PYB-like
1609,IMT,PYB-like
1610,RBF,RBF
1611,ICS,ICS-like
1612,CFN,ICS-like
1613,O4B,O4B
1614,PCG,PCG-like
1615,35G,PCG-like
1616,DXC,DXC
1617,COM,COM
1618,BB2,BB2
1619,I3C,I3C
1620,NOJ,NOJ-like
1621,ASO,NOJ-like
1622,NOY,NOJ-like
1623,ACD,ACD-like
1624,DCR,ACD-like
1625,EPA,ACD-like
1626,VA,ACD-like
1627,LAX,ACD-like
1628,LBV,LBV-like
1629,EL5,LBV-like
1630,3Q8,LBV-like
1631,IND,IND-like
1632,BZI,IND-like
1633,LZ1,IND-like
1634,IDM,IND-like
1635,0CT,IND-like
1636,36N,IND-like
1637,16N,IND-like
1638,0R1,IND-like
1639,PZR,IND-like
1640,MPI,IND-like
1641,JZ9,IND-like
1642,GVH,IND-like
1643,DEN,IND-like
1644,BZF,IND-like
1645,4JP,IND-like
1646,9CR,9CR-like
1647,REA,9CR-like
1648,INI,INI
1649,TD6,TD6
1650,D1D,D1D
1651,CBS,CBS
1652,2BA,2BA-like
1653,9B7,2BA-like
1654,LBT,LBT
1655,AZM,AZM
1656,P1T,P1T-like
1657,0JO,P1T-like
1658,PLI,P1T-like
1659,AN7,P1T-like
1660,FOO,P1T-like
1661,I3P,I3P
1662,ILE,ILE-like
1663,OLT,ILE-like
1664,OIL,ILE-like
1665,IL0,ILE-like
1666,EUP,ILE-like
1667,SOR,SOR-like
1668,GLO,SOR-like
1669,289,289
1670,AAL,AAL
1671,2GP,2GP
1672,C2F,C2F-like
1673,THH,C2F-like
1674,ETF,ETF-like
1675,NPT,ETF-like
1676,4G6,ETF-like
1677,FSW,FSW
1678,NLG,NLG-like
1679,NLQ,NLG-like
1680,HCT,NLG-like
1681,NGQ,NLG-like
1682,INS,INS
1683,MBR,MBR
1684,PMS,PMS-like
1685,QMP,PMS-like
1686,WW2,PMS-like
1687,SYC,PMS-like
1688,HPS,PMS-like
1689,B85,PMS-like
1690,PMF,PMS-like
1691,0VW,PMS-like
1692,0G6,0G6
1693,GPP,GPP-like
1694,3AG,GPP-like
1695,KSV,KSV
1696,HBA,HBA-like
1697,4KS,HBA-like
1698,4VP,HBA-like
1699,ETY,HBA-like
1700,4ZY,HBA-like
1701,FBA,HBA-like
1702,NNK,HBA-like
1703,02N,HBA-like
1704,DCT,DCT
1705,TFP,TFP
1706,RIB,RIB
1707,BES,BES
1708,EF2,EF2
1709,DKA,DKA-like
1710,UOC,DKA-like
1711,GC7,DKA-like
1712,ZEU,DKA-like
1713,08T,08T
1714,PQQ,PQQ
1715,L3P,L3P
1716,5LD,5LD
1717,QUI,QUI-like
1718,QNC,QUI-like
1719,FIV,QUI-like
1720,4K8,QUI-like
1721,Q3C,QUI-like
1722,HKY,QUI-like
1723,E1T,QUI-like
1724,9ZE,QUI-like
1725,7N7,QUI-like
1726,2UP,QUI-like
1727,1X1,QUI-like
1728,R5P,R5P-like
1729,R52,R5P-like
1730,DST,DST-like
1731,ISY,DST-like
1732,6C7,DST-like
1733,HY1,HY1-like
1734,PEL,HY1-like
1735,PEA,HY1-like
1736,CXF,HY1-like
1737,FAN,HY1-like
1738,OBZ,HY1-like
1739,BJN,HY1-like
1740,45X,HY1-like
1741,3H0,HY1-like
1742,271,HY1-like
1743,16Q,HY1-like
1744,EMR,HY1-like
1745,BZZ,HY1-like
1746,AUC,AUC
1747,SGM,SGM
1748,BG6,BG6-like
1749,G7P,BG6-like
1750,CAK,BG6-like
1751,4R1,BG6-like
1752,SLB,SLB-like
1753,SLM,SLB-like
1754,TFA,TFA-like
1755,PVO,TFA-like
1756,TAY,TFA-like
1757,PIV,TFA-like
1758,AIB,TFA-like
1759,NXL,NXL
1760,BEM,BEM
1761,ZDC,ZDC
1762,FPP,FPP
1763,FME,FME
1764,UDX,UDX-like
1765,CXY,UDX-like
1766,LPP,LPP-like
1767,PX6,LPP-like
1768,AMZ,AMZ-like
1769,MZP,AMZ-like
1770,C2R,AMZ-like
1771,PFU,AMZ-like
1772,NIA,AMZ-like
1773,G4S,G4S
1774,GMH,GMH
1775,DUD,DUD-like
1776,YYY,DUD-like
1777,DUN,DUD-like
1778,UC5,DUD-like
1779,FUP,DUD-like
1780,WO2,WO2
1781,3PY,3PY-like
1782,2KT,3PY-like
1783,MH6,3PY-like
1784,MB8,3PY-like
1785,6R3,3PY-like
1786,KG7,3PY-like
1787,EMM,3PY-like
1788,65S,3PY-like
1789,DBU,3PY-like
1790,DAM,3PY-like
1791,A0G,3PY-like
1792,DBH,DBH-like
1793,3HA,DBH-like
1794,DB1,DBH-like
1795,3M0,DBH-like
1796,3F0,DBH-like
1797,G5Y,DBH-like
1798,1CW,DBH-like
1799,PF0,DBH-like
1800,2PG,2PG-like
1801,PEZ,2PG-like
1802,XSP,2PG-like
1803,SMA,SMA
1804,AMG,AMG
1805,STL,STL-like
1806,RE2,STL-like
1807,HQY,HQY-like
1808,1NP,HQY-like
1809,1SQ,HQY-like
1810,1LQ,HQY-like
1811,N5J,HQY-like
1812,JPZ,HQY-like
1813,ES1,HQY-like
1814,5IQ,HQY-like
1815,Q8A,HQY-like
1816,5Q0,HQY-like
1817,TN1,HQY-like
1818,JOZ,HQY-like
1819,5SG,HQY-like
1820,4YS,HQY-like
1821,4WU,HQY-like
1822,24W,HQY-like
1823,1LM,HQY-like
1824,CLM,CLM
1825,IAC,IAC-like
1826,NVU,IAC-like
1827,TSR,IAC-like
1828,2NZ,IAC-like
1829,IDL,IAC-like
1830,PLR,PLR
1831,EPH,EPH-like
1832,9Y0,EPH-like
1833,BET,BET-like
1834,TBB,BET-like
1835,DTG,BET-like
1836,BOC,BET-like
1837,KC2,KC2-like
1838,KC1,KC2-like
1839,09R,09R
1840,AES,AES-like
1841,S2O,AES-like
1842,3W8,AES-like
1843,JAT,AES-like
1844,4JE,AES-like
1845,ZYX,AES-like
1846,PLX,PLX
1847,GCU,GCU-like
1848,GUZ,GCU-like
1849,ACH,ACH-like
1850,NM2,ACH-like
1851,CHH,ACH-like
1852,CCE,ACH-like
1853,REE,ACH-like
1854,3PO,3PO-like
1855,PPK,3PO-like
1856,JHM,JHM-like
1857,D6G,JHM-like
1858,NHW,NHW
1859,G4P,G4P
1860,975,975-like
1861,LDP,975-like
1862,BU2,BU2-like
1863,BU4,BU2-like
1864,5KO,BU2-like
1865,JFN,BU2-like
1866,PCR,PCR-like
1867,HQE,PCR-like
1868,PLQ,PCR-like
1869,PXY,PCR-like
1870,FPN,PCR-like
1871,4MN,PCR-like
1872,LG4,PCR-like
1873,DS1,PCR-like
1874,DJP,PCR-like
1875,DA1,PCR-like
1876,CVG,PCR-like
1877,4NL,PCR-like
1878,25R,PCR-like
1879,TCA,TCA-like
1880,HCI,TCA-like
1881,PO6,TCA-like
1882,DH6,TCA-like
1883,PBA,TCA-like
1884,8UA,TCA-like
1885,XIZ,TCA-like
1886,NS8,TCA-like
1887,J0Z,TCA-like
1888,FK8,TCA-like
1889,CXP,TCA-like
1890,BV7,TCA-like
1891,PMQ,TCA-like
1892,M30,TCA-like
1893,8AS,TCA-like
1894,7NX,TCA-like
1895,06Y,TCA-like
1896,01Z,TCA-like
1897,AMU,AMU-like
1898,NM6,AMU-like
1899,GXL,GXL
1900,BPB,BPB
1901,BCD,BCD
1902,DDQ,DDQ-like
1903,Q7V,DDQ-like
1904,Q6M,DDQ-like
1905,MLR,MLR
1906,SKM,SKM
1907,HBI,HBI
1908,DSN,DSN-like
1909,DBB,DSN-like
1910,DGY,DSN-like
1911,2RA,DSN-like
1912,HIU,DSN-like
1913,A3B,DSN-like
1914,03W,DSN-like
1915,ZZJ,DSN-like
1916,VOL,DSN-like
1917,MAA,DSN-like
1918,0QZ,DSN-like
1919,MOS,MOS
1920,QVE,QVE-like
1921,QUJ,QVE-like
1922,DTD,DTD
1923,ASC,ASC-like
1924,UU3,ASC-like
1925,OCA,OCA-like
1926,JRY,OCA-like
1927,011,OCA-like
1928,OTT,OCA-like
1929,NLY,OCA-like
1930,IFM,IFM-like
1931,OXZ,IFM-like
1932,DGO,IFM-like
1933,AZF,IFM-like
1934,7D1,IFM-like
1935,7LQ,IFM-like
1936,FPS,FPS
1937,B3N,B3N
1938,PRF,PRF-like
1939,GD1,PRF-like
1940,HNG,PRF-like
1941,DTU,DTU
1942,BGL,BGL
1943,EQU,EQU
1944,CTT,CTT
1945,UPL,UPL
1946,NCT,NCT
1947,BR8,BR8-like
1948,13X,BR8-like
1949,WDL,BR8-like
1950,AX2,BR8-like
1951,6MU,BR8-like
1952,6AM,BR8-like
1953,ERH,BR8-like
1954,6UA,BR8-like
1955,3AY,BR8-like
1956,71L,BR8-like
1957,5ZE,BR8-like
1958,5AN,BR8-like
1959,3AW,BR8-like
1960,URC,URC-like
1961,OXG,URC-like
1962,ANG,URC-like
1963,8HX,URC-like
1964,XAZ,URC-like
1965,MOG,URC-like
1966,BTY,URC-like
1967,75K,URC-like
1968,ANN,ANN-like
1969,XXH,ANN-like
1970,8ZX,ANN-like
1971,PNZ,ANN-like
1972,EGM,ANN-like
1973,QCV,ANN-like
1974,81P,ANN-like
1975,4FZ,ANN-like
1976,4BZ,ANN-like
1977,PND,ANN-like
1978,BPN,ANN-like
1979,4AZ,ANN-like
1980,03N,ANN-like
1981,00S,ANN-like
1982,16G,16G-like
1983,NGY,16G-like
1984,B7G,B7G
1985,THG,THG-like
1986,DDF,THG-like
1987,S4M,S4M
1988,OSM,OSM
1989,MTT,MTT
1990,PVN,PVN-like
1991,VRB,PVN-like
1992,GCD,GCD-like
1993,DHS,GCD-like
1994,F6R,F6R-like
1995,PAN,F6R-like
1996,9C2,F6R-like
1997,UGA,UGA
1998,PAL,PAL-like
1999,6PR,PAL-like
2000,1IP,PAL-like
2001,ZMR,ZMR
2002,RIP,RIP-like
2003,DFU,RIP-like
2004,FC6,FC6
2005,DCW,DCW-like
2006,BSU,DCW-like
2007,K0G,DCW-like
2008,GWS,DCW-like
2009,HCS,HCS
2010,GDD,GDD-like
2011,G4F,GDD-like
2012,PID,PID
2013,TP7,TP7
2014,MAG,MAG
2015,ASD,ASD-like
2016,ANB,ASD-like
2017,FK5,FK5
2018,HSE,HSE-like
2019,NVA,HSE-like
2020,DAB,HSE-like
2021,2AG,HSE-like
2022,7C9,HSE-like
2023,BNL,BNL-like
2024,RW1,BNL-like
2025,AN4,BNL-like
2026,9BS,BNL-like
2027,5SH,BNL-like
2028,4PN,BNL-like
2029,0BP,BNL-like
2030,NTM,NTM-like
2031,PHT,NTM-like
2032,KLW,NTM-like
2033,NS5,NS5-like
2034,NS0,NS5-like
2035,LYC,NS5-like
2036,NS1,NS5-like
2037,F42,F42
2038,AR,AR
2039,FA1,FA1
2040,DIF,DIF
2041,SGC,SGC
2042,IBM,IBM
2043,DXX,DXX-like
2044,TTN,DXX-like
2045,KIV,DXX-like
2046,MAK,DXX-like
2047,MOZ,DXX-like
2048,FGL,DXX-like
2049,UD2,UD2-like
2050,UD6,UD2-like
2051,STR,STR
2052,XFJ,XFJ-like
2053,XFK,XFJ-like
2054,XFM,XFJ-like
2055,XFH,XFJ-like
2056,XFL,XFJ-like
2057,GUA,GUA-like
2058,URP,GUA-like
2059,G9A,GUA-like
2060,4AT,GUA-like
2061,0VT,GUA-like
2062,OEG,GUA-like
2063,4NI,GUA-like
2064,I4G,GUA-like
2065,MRY,MRY
2066,PCF,PCF
2067,RUB,RUB
2068,1F1,1F1-like
2069,6NT,1F1-like
2070,6NI,1F1-like
2071,5NI,1F1-like
2072,3NY,1F1-like
2073,2ZM,1F1-like
2074,0HN,1F1-like
2075,JDN,1F1-like
2076,H5J,1F1-like
2077,ABI,1F1-like
2078,4ZV,1F1-like
2079,3A9,1F1-like
2080,2HU,1F1-like
2081,XPE,XPE
2082,SPO,SPO-like
2083,SP2,SPO-like
2084,F43,F43
2085,KNA,KNA-like
2086,CMY,KNA-like
2087,8AC,KNA-like
2088,N8C,KNA-like
2089,TEG,KNA-like
2090,DHT,DHT
2091,PPY,PPY-like
2092,AOT,PPY-like
2093,EKD,PPY-like
2094,4LW,PPY-like
2095,4LV,PPY-like
2096,23F,PPY-like
2097,D16,D16
2098,HAR,HAR-like
2099,NMM,HAR-like
2100,WT2,HAR-like
2101,LN5,HAR-like
2102,4JK,HAR-like
2103,FIO,HAR-like
2104,1TX,HAR-like
2105,IM2,IM2
2106,PGT,PGT-like
2107,D3D,PGT-like
2108,SY9,SY9
2109,ZEX,ZEX
2110,DTV,DTV
2111,G6D,G6D-like
2112,AGL,G6D-like
2113,XP4,XP4-like
2114,X41,XP4-like
2115,JNI,JNI
2116,NET,NET-like
2117,9D2,NET-like
2118,3SY,NET-like
2119,DEP,DEP
2120,8CT,8CT
2121,DHE,DHE
2122,MMC,MMC-like
2123,6WO,MMC-like
2124,ACI,ACI-like
2125,HMC,ACI-like
2126,D3T,D3T-like
2127,D4T,D3T-like
2128,23T,D3T-like
2129,4Y3,D3T-like
2130,GST,GST
2131,4IP,4IP
2132,8M0,8M0
2133,VNL,VNL-like
2134,F31,VNL-like
2135,I75,VNL-like
2136,F0M,VNL-like
2137,L0B,L0B
2138,PYG,PYG-like
2139,3FA,PYG-like
2140,MBD,PYG-like
2141,ZTN,PYG-like
2142,70V,PYG-like
2143,2MY,PYG-like
2144,GQV,PYG-like
2145,FLM,PYG-like
2146,FFP,PYG-like
2147,71K,PYG-like
2148,3MC,PYG-like
2149,2C9,PYG-like
2150,I6P,I6P
2151,PZG,PZG-like
2152,EQ4,PZG-like
2153,8OS,PZG-like
2154,EPU,EPU
2155,DAU,DAU
2156,PLS,PLS-like
2157,KOU,PLS-like
2158,IDR,IDR
2159,KIW,KIW-like
2160,KIU,KIW-like
2161,PHU,PHU-like
2162,PAC,PHU-like
2163,QY9,PHU-like
2164,OHO,PHU-like
2165,PL0,PHU-like
2166,I4B,PHU-like
2167,9V7,PHU-like
2168,00E,PHU-like
2169,SFU,SFU
2170,HAS,HAS
2171,STI,STI
2172,B6D,B6D
2173,A8S,A8S
2174,GET,GET
2175,SPH,SPH
2176,R1P,R1P
2177,YE1,YE1
2178,T44,T44
2179,ZZ1,ZZ1-like
2180,PE0,ZZ1-like
2181,MEW,ZZ1-like
2182,LUZ,ZZ1-like
2183,AZ8,ZZ1-like
2184,T0A,ZZ1-like
2185,Q24,ZZ1-like
2186,AJ2,ZZ1-like
2187,4HC,ZZ1-like
2188,M5K,ZZ1-like
2189,M4A,ZZ1-like
2190,AQO,ZZ1-like
2191,29H,ZZ1-like
2192,29G,ZZ1-like
2193,AX7,AX7-like
2194,BU8,AX7-like
2195,270,AX7-like
2196,XM0,AX7-like
2197,2MI,AX7-like
2198,8P7,AX7-like
2199,FFO,FFO-like
2200,THF,FFO-like
2201,8UZ,8UZ
2202,DDL,DDL
2203,0FX,0FX-like
2204,T3Q,0FX-like
2205,18T,0FX-like
2206,CEF,CEF
2207,W9T,W9T
2208,79M,79M-like
2209,97M,79M-like
2210,EKG,79M-like
2211,M7G,M7G-like
2212,8NK,M7G-like
2213,TRH,TRH
2214,TOP,TOP-like
2215,TRR,TOP-like
2216,FER,FER-like
2217,GJK,FER-like
2218,OFE,OFE-like
2219,C1O,OFE-like
2220,VVO,OFE-like
2221,MH2,OFE-like
2222,HSM,HSM-like
2223,1DU,HSM-like
2224,56T,HSM-like
2225,DGA,DGA
2226,HDE,HDE
2227,FUA,FUA
2228,FEC,FEC
2229,DGP,DGP-like
2230,DG,DGP-like
2231,PPW,DGP-like
2232,IGU,DGP-like
2233,G38,DGP-like
2234,G31,DGP-like
2235,DX,DGP-like
2236,DP,DGP-like
2237,CJ1,DGP-like
2238,BGR,DGP-like
2239,7GU,DGP-like
2240,3ZO,DGP-like
2241,1WA,DGP-like
2242,1AP,DGP-like
2243,C15,C15-like
2244,SBY,C15-like
2245,IMN,IMN
2246,ASG,ASG
2247,LMZ,LMZ
2248,A2P,A2P
2249,1N7,1N7
2250,SF3,SF3
2251,ZMP,ZMP
2252,LSS,LSS-like
2253,DSZ,LSS-like
2254,AMO,LSS-like
2255,4AD,LSS-like
2256,NSS,LSS-like
2257,API,API-like
2258,6CL,API-like
2259,C0O,API-like
2260,FU2,FU2-like
2261,TA5,FU2-like
2262,NVI,FU2-like
2263,MZ0,FU2-like
2264,FP6,FU2-like
2265,BVG,FU2-like
2266,2EZ,FU2-like
2267,COU,COU-like
2268,OCH,COU-like
2269,03V,COU-like
2270,ES5,COU-like
2271,2AQ,COU-like
2272,H42,COU-like
2273,4FS,COU-like
2274,PYC,PYC-like
2275,FOA,PYC-like
2276,TZC,PYC-like
2277,6EX,PYC-like
2278,2PC,PYC-like
2279,273,PYC-like
2280,ZPO,PYC-like
2281,IQ0,PYC-like
2282,GDS,GDS
2283,MHA,MHA-like
2284,NTA,MHA-like
2285,FA0,FA0-like
2286,5NU,FA0-like
2287,5CU,FA0-like
2288,DSJ,FA0-like
2289,BHA,FA0-like
2290,DOB,FA0-like
2291,4M0,FA0-like
2292,IPB,FA0-like
2293,FNN,FA0-like
2294,K3M,FA0-like
2295,1RT,FA0-like
2296,BVQ,BVQ
2297,FON,FON
2298,LOP,LOP
2299,PH2,PH2-like
2300,HHR,PH2-like
2301,6FP,PH2-like
2302,7WP,PH2-like
